Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Create temp mount point to copy files from current /nfs-files,,,,,,,,,,,,3.0,61.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy files from old /nfs-files,,,,,,,,,,,,3.0,30.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unmount temp mount and delete current /var/log,,,,,,,,,,,,3.0,46.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /nfs-files mount point and mount the partition,,,,,,,,,,,,3.0,53.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get UUID of disk,,,,,,,,,,,,3.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add automount for the drive,,,,,,,,,,,,4.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oVirt\ovirt-ansible-collection\roles\hosted_engine_setup\tasks\fetch_engine_logs.yml,,,40.0,0.0,6.0,6.0,1.0,0.0,0.5264276292389403,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set destination directory path,,,,,,,,,,,,3.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create destination directory,,,,,,,,,,,,7.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Give the vm time to flush dirty buffers,,,,,,,,,,,,5.0,39.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy engine logs,,,,,,,,,,,,13.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Change ownership of copied engine logs,,,,,,,,,,,,8.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\images\performance\tasks\fetch_image.yml,,,10.0,0.0,2.0,5.0,0.0,0.0,0.5217858369073458,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Fetch image from URL,,,,,,,,,,,,7.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set path of fetched image,,,,,,,,,,,,3.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\William-Yeh\ansible-oracle-java\tasks\fetch_jce.yml,,,6.0,0.0,1.0,5.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,get JCE,,,,,,,,,,,,5.0,7.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nertwork\nextcloud-containerized\tasks\files.yml,,,11.0,0.0,3.0,4.0,0.0,0.0,0.6657768475966684,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create /var/ansible dir,,,,,,,,,,,,2.0,23.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create nextcloud nginx file,,,,,,,,,,,,4.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create nextcloud remoteip file,,,,,,,,,,,,5.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ImNtReal\ansible-role-epic_odb\tasks\firewall_rules.yml,,,55.0,0.0,8.0,7.0,0.0,0.0,0.4748131339004283,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,set epic_firewall_short,,,,,,,,,,,,5.0,23.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set epic_firewall_description,,,,,,,,,,,,5.0,29.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set epic_firewall_ports,,,,,,,,,,,,5.0,23.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,clear ufw ports line,,,,,,,,,,,,5.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set ufw ports line,,,,,,,,,,,,10.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add protocol to ufw ports line,,,,,,,,,,,,7.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,10.0,44.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,10.0,44.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\freifunk-berlin\bbb-configs\roles\cfg_openwrt\tasks\fix_permissions.yml,,,13.0,0.0,3.0,4.0,0.0,0.0,0.9608112506007936,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set permission for dropbear directory,,,,,,,,,,,,4.0,37.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set permission for authorized_keys,,,,,,,,,,,,4.0,34.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set permission for replace_secrets script,,,,,,,,,,,,5.0,41.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\playbooks\foreman.yml,,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,unknown,,,,,,,,,4.0,0.0,0.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,1,#,#
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trailofbits\algo\roles\dns\tasks\freebsd.yml,,,7.0,0.0,2.0,4.0,0.0,0.0,0.4368084865533548,,,,,,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#
,,Install dnscrypt-proxy,,,,,,,,,,,,3.0,22.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Enable mac_portacl,,,,,,,,,,,,4.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\generate_tht_templates\tasks\functions.yml,,,12.0,0.0,2.0,6.0,0.0,0.0,0.9999999218759896,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Generate DPDK config,,,,,,,,,,,,6.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate SRIOV config,,,,,,,,,,,,6.0,21.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\migrate-platform-certificates-to-certmanager\migrate-certificates\tasks\get-certificates-summary.yml,,,23.0,0.0,2.0,8.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Checking certificate in secret {{item.secret}},,,,,,,,,,,,11.0,46.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,5.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\cobbler-ansible\roles\cobbler\tasks\get-rhel-loader.yml,,,85.0,0.0,13.0,6.0,0.0,0.0,0.9292392967484212,,,,,,,,0,0,0,0,0,0,0,0,0,1,#,#,#,#
,,cobbler | get-rhel-loader | Set vars dependent on target OS,,,,,,,,,,,,3.0,59.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Install rpm2cpio for debian host,,,,,,,,,,,,6.0,60.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Mount iso on deployer,,,,,,,,,,,,8.0,49.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Create tmp dir on deployer,,,,,,,,,,,,3.0,54.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Define deployer tmp dir fact,,,,,,,,,,,,3.0,56.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Extract shim/grub on deployer,,,,,,,,,,,,8.0,57.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Unmount iso on deployer,,,,,,,,,,,,7.0,51.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Execute rpm2cpio,,,,,,,,,,,,8.0,44.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Move loader into cobbler,,,,,,,,,,,,4.0,52.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Move shim into cobbler,,,,,,,,,,,,4.0,50.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | root owns the loader,,,,,,,,,,,,7.0,48.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | root owns the shim,,,,,,,,,,,,7.0,46.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,cobbler | get-rhel-loader | Cleanup deployer tmp dir,,,,,,,,,,,,5.0,52.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\michaeltchapman\networking-ansible\tools\devenv\centos-devstack-vqfx\roles\localvm\tasks\get_image.yml,,,50.0,0.0,5.0,9.0,0.0,0.0,0.6040256334319385,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,ensure local image directory exists,,,,,,,,,,,,4.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,get local image version,,,,,,,,,,,,5.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,check if we already have requested version,,,,,,,,,,,,5.0,42.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,30.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,get image metadata,,,,,,,,,,,,3.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,5.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,5.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Download box,,,,,,,,,,,,4.0,12.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Extract image from box,,,,,,,,,,,,4.0,22.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy image to base images folder,,,,,,,,,,,,5.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\2015-Middleware-Keynote\demo-ansible\playbooks\group_setup.yml,,,31.0,1.0,4.0,7.0,0.0,0.0,0.6322310976234566,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Setup groups,,,,,,,,,32.0,4.0,8.0,0.0,,,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,wait for ssh,,,,,,,,,,,,3.0,12.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add masters to requisite groups,,,,,,,,,,,,9.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create group for first master,,,,,,,,,,,,5.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add nodes to requisite groups,,,,,,,,,,,,10.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\timeoverflow-provisioning\roles\common\tasks\groups.yml,,,4.0,0.0,1.0,4.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create 'timeoverflow' group,,,,,,,,,,,,4.0,27.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\avinetworks\ansible-role-aviconfig\tasks\gslbgeodbprofile.yml,,,27.0,0.0,1.0,25.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Avi GslbGeoDbProfile | Create or Update GslbGeoDbProfile,,,,,,,,,,,,26.0,56.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\shadow-robot\aurora\ansible\roles\products\hand-e\server\desktop-icons\tasks\hand-icon-bimanual.yml,,,38.0,0.0,4.0,7.0,0.0,0.0,0.6988259287766186,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Copy desktop icon,,,,,,,,,,,,5.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create executable launch script for hand,,,,,,,,,,,,5.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create desktop icon for hand,,,,,,,,,,,,12.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make desktop icon for hand trusted,,,,,,,,,,,,7.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-haproxy_server\tasks\haproxy_ssl_letsencrypt.yml,,,61.0,0.0,5.0,9.0,0.0,0.0,0.6026477314063836,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install certbot from distro package,,,,,,,,,,,,4.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create first time ssl cert with certbot,,,,,,,,,,,,18.0,39.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Create certbot pre hook,,,,,,,,,,,,7.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create certbot post renewal hook,,,,,,,,,,,,5.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create new pem file for haproxy,,,,,,,,,,,,11.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\avinetworks\ansible-role-aviconfig\tasks\hardwaresecuritymodulegroup.yml,,,25.0,0.0,1.0,23.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Avi HardwareSecurityModuleGroup | Create or Update HardwareSecurityModuleGroup,,,,,,,,,,,,24.0,78.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\roles\kafka_connect\tasks\health_check.yml,,,52.0,0.0,4.0,12.0,0.0,0.0,0.6431075882113799,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Wait for API to return 200,,,,,,,,,,,,15.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,0,0
,,Wait for API to return 200 - mTLS,,,,,,,,,,,,18.0,33.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Fetch Log Files and Error out,,,,,,,,,,,,14.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch Files for Debugging Failure,,,,,,,,,,,,8.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fail Provisioning,,,,,,,,,,,,3.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\elasticluster\elasticluster\elasticluster\share\playbooks\roles\kubernetes-apps\tasks\helm.yml,,,14.0,0.0,4.0,3.0,0.0,0.0,0.426667670755969,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get Helm.sh script,,,,,,,,,,,,5.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy Helm,,,,,,,,,,,,4.0,11.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Google Stable repo,,,,,,,,,,,,2.0,22.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Helm Repositories,,,,,,,,,,,,2.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-role-apt\tasks\holds.yml,,,16.0,0.0,2.0,6.0,0.0,0.0,0.7950201958582734,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,holds > Apt show holds,,,,,,,,,,,,6.0,22.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,holds > Set selections,,,,,,,,,,,,6.0,22.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\network\tasks\hosts.yml,,,7.0,0.0,1.0,7.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Hosts > File,,,,,,,,,,,,7.0,12.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\community-automation\ansible\roles\http_start\tasks\http_start.yml,,,17.0,0.0,5.0,3.0,0.0,0.0,0.1631173352638391,,,,,,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#
,,start httpd,,,,,,,,,,,,3.0,11.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,starthttpdOutput,,,,,,,,,,,,3.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start adminctl,,,,,,,,,,,,3.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,startadminctlOutput,,,,,,,,,,,,3.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check server-status,,,,,,,,,,,,5.0,19.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\stackhpc\ansible-role-os-images\tasks\images.yml,,,118.0,0.0,14.0,8.0,0.0,0.0,0.6037292859533734,,,,,,,,0,0,0,0,0,1,0,0,0,0,#,#,#,#
,,Include OS family-specific variables,,,,,,,,,,,,2.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure required packages are installed,,,,,,,,,,,,6.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure diskimage-builder SELinux dependencies are installed,,,,,,,,,,,,12.0,59.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure download cache dir exists,,,,,,,,,,,,7.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove old images for force rebuild,,,,,,,,,,,,7.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate per-image cache directories,,,,,,,,,,,,8.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,16.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Download the image to the directory when an image_url is defined,,,,,,,,,,,,6.0,64.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unpack the image if .xz format,,,,,,,,,,,,4.0,30.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install a suitable version of diskimage-builder,,,,,,,,,,,,11.0,47.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Git clone any additional image element repos,,,,,,,,,,,,6.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set a fact containing paths to DIB elements,,,,,,,,,,,,3.0,43.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Incorporate git-sourced DIB elements,,,,,,,,,,,,6.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set a fact containing the default DIB environment,,,,,,,,,,,,4.0,49.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate diskimage-builder images,,,,,,,,,,,,16.0,33.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Fail if any images failed to build,,,,,,,,,,,,12.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\import-dev.yml,,,29.0,0.0,8.0,4.0,0.0,0.0,0.7499264842398895,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make a New MySQL User Password,,,,,,,,,,,,5.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,4.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Scrub Any Other Lingering Old/New Username References,,,,,,,,,,,,8.0,53.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Scrub Any Other Lingering Old/New Domain References,,,,,,,,,,,,8.0,51.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\import-rename.yml,,,90.0,0.0,18.0,5.0,0.0,0.0,0.387833582498149,,,,,,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Create a Work Directory if Renaming,,,,,,,,,,,,5.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Untar Backup,,,,,,,,,,,,5.0,12.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Does the Content Dir Exist?,,,,,,,,,,,,5.0,27.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Rename Content Dir,,,,,,,,,,,,8.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Rename Var Dir,,,,,,,,,,,,7.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,5.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META Files,,,,,,,,,,,,6.0,32.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,4.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Username),,,,,,,,,,,,6.0,51.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Mask Email@Domain Collisions,,,,,,,,,,,,6.0,28.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Domain),,,,,,,,,,,,6.0,49.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unmask Email@Domain Collisions,,,,,,,,,,,,6.0,30.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Replace Old/New IWORX-META File Contents (Temp Domain),,,,,,,,,,,,6.0,54.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get the IP Map MD5,,,,,,,,,,,,4.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the New IP Map MD5 File,,,,,,,,,,,,7.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Move Base Uniqname Dir To New,,,,,,,,,,,,7.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create New Import Tarball,,,,,,,,,,,,7.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove Workdir,,,,,,,,,,,,4.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\testcourses\tasks\import_course.yml,,,13.0,0.0,2.0,8.0,0.0,0.0,0.2376457842700871,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,check out testcourses,,,,,,,,,,,,7.0,21.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,import testcourse,,,,,,,,,,,,8.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\init.yml,,,67.0,0.0,3.0,17.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,1,#,#,#,#
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure workers are injected into various places,,,,,,,,,,,,6.0,47.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,43.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Fail if matrix-nginx-proxy role already executed,,,,,,,,,,,,7.0,48.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate synapse metrics proxying configuration for matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/main-process),,,,,,,,,,,,10.0,115.0,9.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Register synapse metrics proxying configuration with matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/main-process),,,,,,,,,,,,6.0,116.0,9.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Generate synapse worker metrics proxying configuration for matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/worker),,,,,,,,,,,,9.0,116.0,8.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Register synapse worker metrics proxying configuration with matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/worker),,,,,,,,,,,,8.0,117.0,8.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
