Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task
,,Resize undercloud image (rename resized image),,,,,,,,,,,,4,46,2
,,Template script to convert overcloud image to undercloud,,,,,,,,,,,,4,56,0
,,Convert the overcloud image to an undercloud image,,,,,,,,,,,,9,50,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_container_manage\tasks\create.yml,,,39,0,4,8,0,0,0.3454089792995794,,,,,,,
,,Create containers managed by Podman for {{ tripleo_container_manage_config }},,,,,,,,,,,,8,77,7
,,Check if /etc/sysconfig/podman_drop_in exists,,,,,,,,,,,,4,45,5
,,Set podman_drop_in fact,,,,,,,,,,,,5,23,2
,,Manage container systemd services and cleanup old systemd healthchecks for {{ tripleo_container_manage_config }},,,,,,,,,,,,14,112,7
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\create_reverseproxy\tasks\create_instance.yml,,,41,0,3,13,0,0,0.5634320613744962,,,,,,,
,,Get the activations on the appliance,,,,,,,,,,,,10,36,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Configure Reverse Proxy,,,,,,,,,,,,27,23,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart\roles\libvirt\setup\undercloud\tasks\customize_overcloud.yml,,,30,0,2,13,0,0,1,,,,,,,
,,Create overcloud customize script,,,,,,,,,,,,5,33,0
,,Unknown,,,,,,,,,,,,24,0,0
,,check if overcloud image is already extracted,,,,,,,,,,,,4,45,0
,,Extract {{ overcloud_image }} image,,,,,,,,,,,,6,35,5
,,Perform extra overcloud customizations,,,,,,,,,,,,5,38,0
,,Copy updated {{ overcloud_image }} image back to undercloud,,,,,,,,,,,,5,59,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\dashboard.yml,,,7,1,0,0,0,5,1,,,,,,,
,unknown,,,,,,,,,7,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openfoodfoundation\ofn-install\playbooks\db_backup.yml,,,5,1,0,0,0,1,1,,,,,,,
,Backup database to local machine,,,,,,,,,5,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\linux-system-roles\network\tests\tasks\provider\default_with_nm.yml,,,8,0,1,6,0,0,1,,,,,,,
,,Include network role,,,,,,,,,,,,6,20,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\kuryr\tasks\deploy.yml,,,5,0,4,1,0,0,1,,,,,,,
,,Unknown,,,,,,,,,,,,1,0,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Flush handlers,,,,,,,,,,,,2,14,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\bifrost\tasks\deploy-servers.yml,,,18,0,2,6,0,0,0.9469933725867627,,,,,,,
,,Enrolling physical servers with ironic,,,,,,,,,,,,8,38,0
,,Deploy physical servers with ironic,,,,,,,,,,,,8,35,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\elasticluster\elasticluster\elasticluster\share\playbooks\roles\easybuild\tasks\deps-RedHat.yml,,,51,0,3,15,0,0,0.8481863259040812,,,,,,,
,,Install required dependencies of EasyBuild (RHEL-compatible),,,,,,,,,,,,26,60,3
,,Install optional dependencies of EasyBuild (RHEL-compatible),,,,,,,,,,,,9,60,3
,,"Install ""filtered dependency"" software (RHEL-compatible)",,,,,,,,,,,,11,56,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\stackhpc\ansible-role-libvirt-vm\tasks\destroy-vm.yml,,,33,0,2,11,0,0,0.743670572500131,,,,,,,
,,Check the VM's status,,,,,,,,,,,,7,21,1
,,Destory the VM is existing,,,,,,,,,,,,15,26,0
,,Ensure the VM is absent,,,,,,,,,,,,6,23,0
,,Ensure the VM is undefined,,,,,,,,,,,,6,26,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_ceph_distribute_keys\tasks\distribute_conf_and_keys.yaml,,,27,0,2,8,0,0,0.11823874434418356,,,,,,,
,,Ensure tripleo_cephadm_config_home (e.g. /etc/ceph) exists,,,,,,,,,,,,5,58,9
,,push the admin keyring to the admin nodes of the cluster,,,,,,,,,,,,11,56,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\freeipa\ansible-freeipa\tests\pytests\dnszone\playbooks\dnszone_disable.yml,,,8,1,1,5,0,0,1,,,,,,,
,Playbook to ensure the DNS zones disabled.,,,,,,,,,8,1,8.0,1,,,
,,Ensure DNS zone is disabled,,,,,,,,,,,,5,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\kubernetes-sigs\kubespray\roles\download\tasks\download_container.yml,,,115,0,1,116,0,0,1,,,,,,,
,,Unknown,,,,,,,,,,,,116,0,0
,,set default values for flag variables,,,,,,,,,,,,7,37,0
,,download_container | Set a few facts,,,,,,,,,,,,4,36,2
,,download_container | Prepare container download,,,,,,,,,,,,4,47,2
,,Unknown,,,,,,,,,,,,2,0,0
,,download_container | Determine if image is in cache,,,,,,,,,,,,14,51,2
,,download_container | Set fact indicating if image is in cache,,,,,,,,,,,,7,61,2
,,Stop if image not in cache on ansible host when download_force_cache=true,,,,,,,,,,,,8,73,3
,,download_container | Download image if required,,,,,,,,,,,,16,47,2
,,download_container | Save and compress image,,,,,,,,,,,,12,44,2
,,download_container | Copy image to ansible host cache,,,,,,,,,,,,11,53,2
,,download_container | Upload image to node if it is cached,,,,,,,,,,,,15,57,2
,,download_container | Load image into the local container registry,,,,,,,,,,,,7,65,2
,,download_container | Remove container image from cache,,,,,,,,,,,,6,54,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dimagi\commcare-cloud\src\commcare_cloud\ansible\roles\nginx\tasks\dropsite.yml,,,13,0,2,6,0,0,0.6092564315831284,,,,,,,
,,Include site vars if they exist,,,,,,,,,,,,3,31,0
,,Drop site configuration,,,,,,,,,,,,10,23,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\devopsschool-demo-labs-projects\tesco-git-ansible-nov-2019\murthy\drpidx.yaml,,,5,1,1,2,0,0,1,,,,,,,
,delete index.html,,,,,,,,,5,1,5.0,1,,,
,,delete index,,,,,,,,,,,,2,12,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\ansible-elasticsearch\tasks\elasticsearch-config.yml,,,47,0,8,6,0,0,0.6567216965163417,,,,,,,
,,Create Configuration Directory,,,,,,,,,,,,3,30,0
,,Create PID Directory,,,,,,,,,,,,4,20,0
,,Create Others Directories,,,,,,,,,,,,6,25,0
,,Copy Configuration File,,,,,,,,,,,,6,23,0
,,Copy Default File,,,,,,,,,,,,5,17,0
,,Unknown,,,,,,,,,,,,11,0,0
,,Make sure destination dir exists,,,,,,,,,,,,2,32,0
,,Copy specific ElasticSearch Systemd config file,,,,,,,,,,,,6,47,0
,,Copy log4j2.properties File,,,,,,,,,,,,5,27,1
,,Copy jvm.options File,,,,,,,,,,,,5,21,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\splunk\splunk-ansible\roles\splunk_common\tasks\enable_forwarder_monitoring.yml,,,46,0,4,12,0,0,0.7806287204163694,,,,,,,
,,Establish DMC forwarder monitor API,,,,,,,,,,,,3,35,0
,,Retrieve forwarder assets query,,,,,,,,,,,,13,31,0
,,Configure forwarder assets search,,,,,,,,,,,,20,33,0
,,Build forwarder assets,,,,,,,,,,,,11,22,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\freeipa\ansible-freeipa\playbooks\sudorule\ensure-sudorule-host-member-is-absent.yml,,,12,1,1,7,0,0,1,,,,,,,
,Tests,,,,,,,,,12,1,12.0,0,,,
,,Ensure host 'server' is absent in sudorule,,,,,,,,,,,,7,42,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-zuul-jobs\roles\configure-swap\tasks\ephemeral.yaml,,,107,0,14,6,0,0,0.5143331328247495,,,,,,,
,,Assert that ephemeral_device is defined,,,,,,,,,,,,4,39,1
,,Set partition names,,,,,,,,,,,,4,19,0
,,Ensure ephemeral device is unmounted,,,,,,,,,,,,8,36,0
,,Get existing partitions,,,,,,,,,,,,6,23,0
,,Remove any existing partitions,,,,,,,,,,,,8,30,0
,,Create new disk label,,,,,,,,,,,,5,21,0
,,Create swap partition,,,,,,,,,,,,8,21,0
,,Create opt partition,,,,,,,,,,,,8,20,0
,,Make swap on partition,,,,,,,,,,,,3,22,0
,,Write swap to fstab,,,,,,,,,,,,10,19,0
,,Add all swap,,,,,,,,,,,,3,12,0
,,Create /opt filesystem,,,,,,,,,,,,6,22,1
,,Copy old /opt,,,,,,,,,,,,11,13,1
,,Add opt to fstab and mount,,,,,,,,,,,,8,26,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\bifrost\playbooks\example-deploy-all-available-nodes.yaml,,,32,2,0,0,0,2,0.5576830492216329,,,,,,,
,Collect facts,,,,,,,,,5,0,0,0,,,
,Create configuration drive files and deploy machines from inventory,,,,,,,,,13,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\wunderio\WunderMachina\playbook\roles\nfs_server\tasks\fdisk.yml,,,30,0,9,3,0,0,0.5558283277305845,,,,,,,
,,Check if partition named '/nfs-files' exists,,,,,,,,,,,,4,44,4
,,Create partition to drive,,,,,,,,,,,,3,25,0
,,Format the partition in the secondary drive,,,,,,,,,,,,3,43,0
,,Create temp mount point to copy files from current /nfs-files,,,,,,,,,,,,3,61,2
,,Copy files from old /nfs-files,,,,,,,,,,,,3,30,2
,,Unmount temp mount and delete current /var/log,,,,,,,,,,,,3,46,2
,,Create /nfs-files mount point and mount the partition,,,,,,,,,,,,3,53,2
,,Get UUID of disk,,,,,,,,,,,,3,16,0
,,Add automount for the drive,,,,,,,,,,,,4,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oVirt\ovirt-ansible-collection\roles\hosted_engine_setup\tasks\fetch_engine_logs.yml,,,40,0,6,6,1,0,0.5264276292389403,,,,,,,
,,Set destination directory path,,,,,,,,,,,,3,30,0
,,Create destination directory,,,,,,,,,,,,7,28,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Give the vm time to flush dirty buffers,,,,,,,,,,,,5,39,0
,,Copy engine logs,,,,,,,,,,,,13,16,0
,,Change ownership of copied engine logs,,,,,,,,,,,,8,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\images\performance\tasks\fetch_image.yml,,,10,0,2,5,0,0,0.5217858369073458,,,,,,,
,,Fetch image from URL,,,,,,,,,,,,7,20,0
,,Set path of fetched image,,,,,,,,,,,,3,25,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\William-Yeh\ansible-oracle-java\tasks\fetch_jce.yml,,,6,0,1,5,0,0,1,,,,,,,
,,get JCE,,,,,,,,,,,,5,7,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nertwork\nextcloud-containerized\tasks\files.yml,,,11,0,3,4,0,0,0.6657768475966684,,,,,,,
,,Create /var/ansible dir,,,,,,,,,,,,2,23,2
,,Create nextcloud nginx file,,,,,,,,,,,,4,27,0
,,Create nextcloud remoteip file,,,,,,,,,,,,5,30,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ImNtReal\ansible-role-epic_odb\tasks\firewall_rules.yml,,,55,0,8,7,0,0,0.4748131339004283,,,,,,,
,,set epic_firewall_short,,,,,,,,,,,,5,23,2
,,set epic_firewall_description,,,,,,,,,,,,5,29,2
,,set epic_firewall_ports,,,,,,,,,,,,5,23,2
,,clear ufw ports line,,,,,,,,,,,,5,20,0
,,set ufw ports line,,,,,,,,,,,,10,18,0
,,add protocol to ufw ports line,,,,,,,,,,,,7,30,0
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,10,44,6
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,10,44,6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\freifunk-berlin\bbb-configs\roles\cfg_openwrt\tasks\fix_permissions.yml,,,13,0,3,4,0,0,0.9608112506007935,,,,,,,
,,Set permission for dropbear directory,,,,,,,,,,,,4,37,0
,,Set permission for authorized_keys,,,,,,,,,,,,4,34,1
,,Set permission for replace_secrets script,,,,,,,,,,,,5,41,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\playbooks\foreman.yml,,,4,1,0,0,0,1,1,,,,,,,
,unknown,,,,,,,,,4,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trailofbits\algo\roles\dns\tasks\freebsd.yml,,,7,0,2,4,0,0,0.4368084865533548,,,,,,,
,,Install dnscrypt-proxy,,,,,,,,,,,,3,22,1
,,Enable mac_portacl,,,,,,,,,,,,4,18,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\generate_tht_templates\tasks\functions.yml,,,12,0,2,6,0,0,0.9999999218759895,,,,,,,
,,Generate DPDK config,,,,,,,,,,,,6,20,0
,,Generate SRIOV config,,,,,,,,,,,,6,21,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\migrate-platform-certificates-to-certmanager\migrate-certificates\tasks\get-certificates-summary.yml,,,23,0,2,8,0,0,1,,,,,,,
,,Checking certificate in secret {{item.secret}},,,,,,,,,,,,11,46,5
,,Unknown,,,,,,,,,,,,5,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\cobbler-ansible\roles\cobbler\tasks\get-rhel-loader.yml,,,85,0,13,6,0,0,0.9292392967484212,,,,,,,
,,cobbler | get-rhel-loader | Set vars dependent on target OS,,,,,,,,,,,,3,59,4
,,cobbler | get-rhel-loader | Install rpm2cpio for debian host,,,,,,,,,,,,6,60,4
,,cobbler | get-rhel-loader | Mount iso on deployer,,,,,,,,,,,,8,49,4
,,cobbler | get-rhel-loader | Create tmp dir on deployer,,,,,,,,,,,,3,54,4
,,cobbler | get-rhel-loader | Define deployer tmp dir fact,,,,,,,,,,,,3,56,4
,,cobbler | get-rhel-loader | Extract shim/grub on deployer,,,,,,,,,,,,8,57,5
,,cobbler | get-rhel-loader | Unmount iso on deployer,,,,,,,,,,,,7,51,4
,,cobbler | get-rhel-loader | Execute rpm2cpio,,,,,,,,,,,,8,44,4
,,cobbler | get-rhel-loader | Move loader into cobbler,,,,,,,,,,,,4,52,4
,,cobbler | get-rhel-loader | Move shim into cobbler,,,,,,,,,,,,4,50,4
,,cobbler | get-rhel-loader | root owns the loader,,,,,,,,,,,,7,48,4
,,cobbler | get-rhel-loader | root owns the shim,,,,,,,,,,,,7,46,4
,,cobbler | get-rhel-loader | Cleanup deployer tmp dir,,,,,,,,,,,,5,52,4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\michaeltchapman\networking-ansible\tools\devenv\centos-devstack-vqfx\roles\localvm\tasks\get_image.yml,,,50,0,5,9,0,0,0.6040256334319385,,,,,,,
,,ensure local image directory exists,,,,,,,,,,,,4,35,0
,,get local image version,,,,,,,,,,,,5,23,0
,,check if we already have requested version,,,,,,,,,,,,5,42,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Unknown,,,,,,,,,,,,30,0,0
,,get image metadata,,,,,,,,,,,,3,18,0
,,Unknown,,,,,,,,,,,,5,0,0
,,Unknown,,,,,,,,,,,,5,0,0
,,Download box,,,,,,,,,,,,4,12,0
,,Extract image from box,,,,,,,,,,,,4,22,0
,,Copy image to base images folder,,,,,,,,,,,,5,32,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\2015-Middleware-Keynote\demo-ansible\playbooks\group_setup.yml,,,31,1,4,7,0,0,0.6322310976234566,,,,,,,
,Setup groups,,,,,,,,,32,4,8.0,0,,,
,,wait for ssh,,,,,,,,,,,,3,12,0
,,Add masters to requisite groups,,,,,,,,,,,,9,31,0
,,Create group for first master,,,,,,,,,,,,5,29,0
,,Add nodes to requisite groups,,,,,,,,,,,,10,29,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\timeoverflow-provisioning\roles\common\tasks\groups.yml,,,4,0,1,4,0,0,1,,,,,,,
,,Create 'timeoverflow' group,,,,,,,,,,,,4,27,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\avinetworks\ansible-role-aviconfig\tasks\gslbgeodbprofile.yml,,,27,0,1,25,0,0,1,,,,,,,
,,Avi GslbGeoDbProfile | Create or Update GslbGeoDbProfile,,,,,,,,,,,,26,56,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\shadow-robot\aurora\ansible\roles\products\hand-e\server\desktop-icons\tasks\hand-icon-bimanual.yml,,,38,0,4,7,0,0,0.6988259287766186,,,,,,,
,,Copy desktop icon,,,,,,,,,,,,5,17,0
,,Create executable launch script for hand,,,,,,,,,,,,5,40,0
,,Create desktop icon for hand,,,,,,,,,,,,12,28,0
,,Make desktop icon for hand trusted,,,,,,,,,,,,7,34,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-haproxy_server\tasks\haproxy_ssl_letsencrypt.yml,,,61,0,5,9,0,0,0.6026477314063836,,,,,,,
,,Install certbot from distro package,,,,,,,,,,,,4,35,0
,,Create first time ssl cert with certbot,,,,,,,,,,,,18,39,0
,,Create certbot pre hook,,,,,,,,,,,,7,23,0
,,Create certbot post renewal hook,,,,,,,,,,,,5,32,0
,,Create new pem file for haproxy,,,,,,,,,,,,11,31,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\avinetworks\ansible-role-aviconfig\tasks\hardwaresecuritymodulegroup.yml,,,25,0,1,23,0,0,1,,,,,,,
,,Avi HardwareSecurityModuleGroup | Create or Update HardwareSecurityModuleGroup,,,,,,,,,,,,24,78,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\roles\kafka_connect\tasks\health_check.yml,,,52,0,4,12,0,0,0.6431075882113799,,,,,,,
,,Wait for API to return 200,,,,,,,,,,,,15,26,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Wait for API to return 200 - mTLS,,,,,,,,,,,,18,33,1
,,Fetch Log Files and Error out,,,,,,,,,,,,14,29,0
,,Fetch Files for Debugging Failure,,,,,,,,,,,,8,33,0
,,Fail Provisioning,,,,,,,,,,,,3,17,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\elasticluster\elasticluster\elasticluster\share\playbooks\roles\kubernetes-apps\tasks\helm.yml,,,14,0,4,3,0,0,0.42666767075596906,,,,,,,
,,Get Helm.sh script,,,,,,,,,,,,5,18,1
,,Deploy Helm,,,,,,,,,,,,4,11,0
,,Add Google Stable repo,,,,,,,,,,,,2,22,0
,,Update Helm Repositories,,,,,,,,,,,,2,24,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-role-apt\tasks\holds.yml,,,16,0,2,6,0,0,0.7950201958582734,,,,,,,
,,holds > Apt show holds,,,,,,,,,,,,6,22,1
,,holds > Set selections,,,,,,,,,,,,6,22,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\network\tasks\hosts.yml,,,7,0,1,7,0,0,1,,,,,,,
,,Hosts > File,,,,,,,,,,,,7,12,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\community-automation\ansible\roles\http_start\tasks\http_start.yml,,,17,0,5,3,0,0,0.1631173352638391,,,,,,,
,,start httpd,,,,,,,,,,,,3,11,0
,,starthttpdOutput,,,,,,,,,,,,3,16,0
,,start adminctl,,,,,,,,,,,,3,14,0
,,startadminctlOutput,,,,,,,,,,,,3,19,0
,,Check server-status,,,,,,,,,,,,5,19,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\stackhpc\ansible-role-os-images\tasks\images.yml,,,118,0,14,8,0,0,0.6037292859533734,,,,,,,
,,Include OS family-specific variables,,,,,,,,,,,,2,36,1
,,Ensure required packages are installed,,,,,,,,,,,,6,38,0
,,Ensure diskimage-builder SELinux dependencies are installed,,,,,,,,,,,,12,59,1
,,Ensure download cache dir exists,,,,,,,,,,,,7,32,0
,,Remove old images for force rebuild,,,,,,,,,,,,7,35,0
,,Generate per-image cache directories,,,,,,,,,,,,8,36,1
,,Unknown,,,,,,,,,,,,16,0,0
,,Download the image to the directory when an image_url is defined,,,,,,,,,,,,6,64,1
,,Unpack the image if .xz format,,,,,,,,,,,,4,30,1
,,Install a suitable version of diskimage-builder,,,,,,,,,,,,11,47,1
,,Git clone any additional image element repos,,,,,,,,,,,,6,44,0
,,Set a fact containing paths to DIB elements,,,,,,,,,,,,3,43,0
,,Incorporate git-sourced DIB elements,,,,,,,,,,,,6,36,1
,,Set a fact containing the default DIB environment,,,,,,,,,,,,4,49,0
,,Generate diskimage-builder images,,,,,,,,,,,,16,33,1
,,Fail if any images failed to build,,,,,,,,,,,,12,34,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\import-dev.yml,,,29,0,8,4,0,0,0.7499264842398895,,,,,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Make a New MySQL User Password,,,,,,,,,,,,5,30,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,4,0,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Scrub Any Other Lingering Old/New Username References,,,,,,,,,,,,8,53,1
,,Scrub Any Other Lingering Old/New Domain References,,,,,,,,,,,,8,51,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\import-rename.yml,,,90,0,18,5,0,0,0.387833582498149,,,,,,,
,,Create a Work Directory if Renaming,,,,,,,,,,,,5,35,0
,,Untar Backup,,,,,,,,,,,,5,12,0
,,Does the Content Dir Exist?,,,,,,,,,,,,5,27,1
,,Rename Content Dir,,,,,,,,,,,,8,18,0
,,Rename Var Dir,,,,,,,,,,,,7,14,0
,,Unknown,,,,,,,,,,,,5,0,0
,,Replace Old/New IWORX-META Files,,,,,,,,,,,,6,32,2
,,Unknown,,,,,,,,,,,,4,0,0
,,Replace Old/New IWORX-META File Contents (Username),,,,,,,,,,,,6,51,4
,,Mask Email@Domain Collisions,,,,,,,,,,,,6,28,1
,,Replace Old/New IWORX-META File Contents (Domain),,,,,,,,,,,,6,49,4
,,Unmask Email@Domain Collisions,,,,,,,,,,,,6,30,1
,,Replace Old/New IWORX-META File Contents (Temp Domain),,,,,,,,,,,,6,54,4
,,Get the IP Map MD5,,,,,,,,,,,,4,18,0
,,Create the New IP Map MD5 File,,,,,,,,,,,,7,30,0
,,Move Base Uniqname Dir To New,,,,,,,,,,,,7,29,0
,,Create New Import Tarball,,,,,,,,,,,,7,25,0
,,Remove Workdir,,,,,,,,,,,,4,14,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\testcourses\tasks\import_course.yml,,,13,0,2,8,0,0,0.23764578427008717,,,,,,,
,,check out testcourses,,,,,,,,,,,,7,21,0
,,import testcourse,,,,,,,,,,,,8,17,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\init.yml,,,67,0,3,17,0,0,1,,,,,,,
,,Unknown,,,,,,,,,,,,3,0,0
,,Ensure workers are injected into various places,,,,,,,,,,,,6,47,0
,,Unknown,,,,,,,,,,,,43,0,0
,,Fail if matrix-nginx-proxy role already executed,,,,,,,,,,,,7,48,2
,,Generate synapse metrics proxying configuration for matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/main-process),,,,,,,,,,,,10,115,9
,,Register synapse metrics proxying configuration with matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/main-process),,,,,,,,,,,,6,116,9
,,Generate synapse worker metrics proxying configuration for matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/worker),,,,,,,,,,,,9,116,8
,,Register synapse worker metrics proxying configuration with matrix-nginx-proxy (matrix.DOMAIN/metrics/synapse/worker),,,,,,,,,,,,8,117,8
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_fileauditlogging\node\tasks\yum\install.yml,,,6,0,1,5,0,0,1,,,,,,,
,,install | Install GPFS file audit logging packages,,,,,,,,,,,,5,50,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\OXID-eSales\oxvm_base\ansible\roles\java\tasks\install.yml,,,36,0,6,6,0,0,0.5774747242545523,,,,,,,
,,Install java packages,,,,,,,,,,,,6,21,0
,,Download libjpeg required for java 7,,,,,,,,,,,,9,36,0
,,Install libjpeg,,,,,,,,,,,,3,15,0
,,Download java 7,,,,,,,,,,,,9,15,0
,,Install java 7,,,,,,,,,,,,3,14,0
,,Set java alternative,,,,,,,,,,,,6,20,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\influxdata\ansible-chrony\tasks\install.yml,,,8,0,1,8,0,0,1,,,,,,,
,,Install Chrony,,,,,,,,,,,,8,14,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\install-app-magento-2.yml,,,31,0,4,6,0,0,0.49445845907697156,,,,,,,
,,Check if Magento2 already installed,,,,,,,,,,,,4,35,0
,,Install Magento2,,,,,,,,,,,,10,16,0
,,Set up Magento2 log rotation,,,,,,,,,,,,6,28,0
,,Set Magento2 Cache Storage to Redis,,,,,,,,,,,,6,35,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\fubarhouse\ansible-role-golang\tasks\install-git.yml,,,25,0,4,6,0,0,0.8451276396669858,,,,,,,
,,Go-Lang | Ensure directory is absent,,,,,,,,,,,,4,36,2
,,Go-Lang | Ensure directory is empty,,,,,,,,,,,,6,35,2
,,Go-Lang | Clone distribution,,,,,,,,,,,,8,28,2
,,Go-Lang | Build from source,,,,,,,,,,,,7,27,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\copr\backend\tasks\install_cloud_cert.yml,,,6,0,2,3,0,0,0.47903410315838957,,,,,,,
,,copy .pem,,,,,,,,,,,,3,9,1
,,update certificates,,,,,,,,,,,,3,19,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\nfs\node\tasks\install_dir_pkg.yml,,,198,0,19,10,0,0,0.6839761025769123,,,,,,,
,,Unknown,,,,,,,,,,,,12,0,0
,,install | Stat directory installation package,,,,,,,,,,,,4,45,1
,,install | Check directory installation package,,,,,,,,,,,,5,46,1
,,install| Creates default directory,,,,,,,,,,,,6,34,1
