Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction,Insufficient Modularization,Inconsistent Naming Convention,Large Play,Unnamed Play,Large Task,Long Task Name
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\kodi\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure specified packages are in there desired state,,,,,,,,,,,,,0,0
,,Create Kodi system group,,,,,,,,,,,,,0,0
,,Create Kodi system user,,,,,,,,,,,,,0,0
,,Create polkit configuration,,,,,,,,,,,,,0,0
,,Remove polkit configuration,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\playbooks\ksql.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,KSQL Status Finding,,,,,,,,,,,,0,0,,
,,Unknown,,,,,,,,,,,,,0,0
,,Populate service facts,,,,,,,,,,,,,0,0
,,Determine Installation Pattern - Parallel or Serial,,,,,,,,,,,,,0,0
,,Group Hosts by Installation Pattern,,,,,,,,,,,,,0,0
,KSQL Parallel Provisioning,,,,,,,,,,,,0,0,,
,,Unknown,,,,,,,,,,,,,0,0
,KSQL Serial Provisioning,,,,,,,,,,,,0,0,,
,,Unknown,,,,,,,,,,,,,0,0
,,Proceed Prompt,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\bifrost\tasks\start.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Starting bifrost deploy container,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-role-tripleo-collect-logs\playbooks\collect-logs.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,"Collect logs, create docs, publish",,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\michaeltchapman\networking-ansible\tools\devenv\centos-devstack-vqfx\roles\localvm\tasks\get_image.yml,,,0,0,0,0,0,1,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\nfs\node\tasks\install_dir_pkg.yml,,,1,1,0,1,1,1,0,0,0,1,,,,
,unknown,,,,,,,,,,,,0,0,,
,,install | Stat directory installation package,,,,,,,,,,,,,0,0
,,install | Check directory installation package,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,unknown,,,,,,,,,,,,0,0,,
,unknown,,,,,,,,,,,,0,0,,
,,install | Copy installation package to node,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,unknown,,,,,,,,,,,,0,0,,
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.smb (gpfs.smb) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.smb) package,,,,,,,,,,,,,0,0
,,install | Add GPFS package to list,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.nfs-ganesha (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Add GPFS package to list,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.nfs-ganesha (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Add GPFS package to list,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.nfs-ganesha-utils (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.nfs-ganesha-gpfs (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,install | Find gpfs.nfs-ganesha-doc (gpfs.nfs-ganesha-doc) package,,,,,,,,,,,,,0,0
,,install | Check valid GPFS (gpfs.nfs-ganesha-doc) package,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_upgrade_hiera\tasks\set.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,ensure tripleo-upgrade hiera file exists,,,,,,,,,,,,,0,0
,,set/update the tripleo-upgrade key/value,,,,,,,,,,,,,0,0
,,write the updated tripleo-upgrade hiera data,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-examples\lamp_haproxy\aws\roles\web\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Copy the code from repository,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\openshift\import-image\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Run `oc import-image`,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Graylog2\graylog-ansible-role\tasks\mongodb-Debian.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,unknown,,,,,,,,,,,,0,0,,
,,APT Key should be accepted for the MongoDB repo (Ubuntu),,,,,,,,,,,,,0,0
,,Repositories should be updated (Ubuntu),,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,,APT Key should be accepted for the MongoDB repo (Debian),,,,,,,,,,,,,0,0
,,Repositories should be updated (Debian),,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\add_cluster_node\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Check if Signature File Exists - {{ add_cluster_node_signature_file }},,,,,,,,,,,,,0,0
,,Add {{ inventory_hostname }} to cluster,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\images\performance\tasks\fetch_image.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Fetch image from URL,,,,,,,,,,,,,0,0
,,Set path of fetched image,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\devopsschool-training-notes\Ansible-astrazeneca-June-2020\james\rolesprj\project\tasks\main.yaml,,,1,0,0,0,0,0,0,0,0,0,,,,
,,Ansible register variable basic example,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Install the httpd apps,,,,,,,,,,,,,0,0
,,Install the httpd apps,,,,,,,,,,,,,0,0
,,start the httpd service,,,,,,,,,,,,,0,0
,,Template a file to httpd.conf.j2,,,,,,,,,,,,,0,0
,,start the httpd service,,,,,,,,,,,,,0,0
,,create a empty fle,,,,,,,,,,,,,0,0
,,Template a file to index.html.j2,,,,,,,,,,,,,0,0
,,shut down Debian flavored systems,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Installing .....,,,,,,,,,,,,,0,0
,,"Ensure group ""deloitte"" exists",,,,,,,,,,,,,0,0
,,Adding user and adding to Group Deploy,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\mysql\tasks\remove_mysql_experimental.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Stop mysql service,,,,,,,,,,,,,0,0
,,Remove experimental apt repository,,,,,,,,,,,,,0,0
,,Remove experimental version of mysql,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\init.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml,,,0,0,0,0,1,0,1,0,0,1,,,,
,,Set azure_res_type value,,,,,,,,,,,,,0,0
,,Add resource type to async_types,,,,,,,,,,,,,0,0
,,declaring async vars,,,,,,,,,,,,,0,0
,,Get the resource name,,,,,,,,,,,,,0,0
,,Create name using uhash value,,,,,,,,,,,,,0,0
,,provision resource type : {{ res_def['role'] }},,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,,,0,1,0,1,1,0,0,0,0,0,,,,
,,Create global webroot directories if allowed,,,,,,,,,,,,,1,0
,,Create default welcome page if enabled,,,,,,,,,,,,,1,0
,,Remove nginx server configuration if requested,,,,,,,,,,,,,0,0
,,Get last used HTTP default_server for default_server roulette,,,,,,,,,,,,,0,0
,,Get last used HTTPS default_server for default_server roulette,,,,,,,,,,,,,0,0
,,Get HTTP server from nginx defaults for default_server roulette,,,,,,,,,,,,,0,0
,,Get HTTPS server from nginx defaults for default_server roulette,,,,,,,,,,,,,0,0
,,Get first server that listens on http port for default_server roulette,,,,,,,,,,,,,0,0
,,Get first server that listens on https port for default_server roulette,,,,,,,,,,,,,0,0
,,Spin the HTTP default_server roulette!,,,,,,,,,,,,,0,0
,,Spin the HTTPS default_server roulette!,,,,,,,,,,,,,0,0
,,Generate nginx server configuration,,,,,,,,,,,,,1,0
,,Disable nginx server configuration,,,,,,,,,,,,,1,0
,,Test if Ansible is running in check mode,,,,,,,,,,,,,0,0
,,Save fact if Ansible is running in check mode in variable,,,,,,,,,,,,,0,0
,,Enable nginx server configuration,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\plus-plus-service\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure mod_wsgi is not installed since we're using python3,,,,,,,,,,,,,0,0
,,Ensure there are no left over of mod_wsgi,,,,,,,,,,,,,0,0
,,install needed packages,,,,,,,,,,,,,0,0
,,create all the directory for the configuration file,,,,,,,,,,,,,0,0
,,Install the config files,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\hostname\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,ansible_hostname,,,,,,,,,,,,,0,0
,,hostname_name,,,,,,,,,,,,,0,0
,,Update the hostname,,,,,,,,,,,,,0,0
,,Update /etc/hosts,,,,,,,,,,,,,0,0
,,Run hostname cmd,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\replication.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure replication user exists on master.,,,,,,,,,,,,,0,0
,,Check slave replication status.,,,,,,,,,,,,,0,0
,,Check master replication status.,,,,,,,,,,,,,0,0
,,Configure replication on the slave.,,,,,,,,,,,,,0,0
,,Start replication.,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oVirt\ovirt-ansible-collection\roles\hosted_engine_setup\tasks\fetch_engine_logs.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Set destination directory path,,,,,,,,,,,,,0,0
,,Create destination directory,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Give the vm time to flush dirty buffers,,,,,,,,,,,,,0,0
,,Copy engine logs,,,,,,,,,,,,,0,0
,,Change ownership of copied engine logs,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\hortonworks\ansible-hortonworks\playbooks\check_dynamic_blueprint.yml,,,0,0,0,1,0,0,0,0,0,0,,,,
,Check if the dynamic blueprint requested configuration is correct,,,,,,,,,,,,0,0,,
,,Fail if there is no Ansible inventory group matching the blueprint's host_groups,,,,,,,,,,,,,0,1
,,Fail if ZooKeeper is not present,,,,,,,,,,,,,0,0
,,Fail if Ranger prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Ranger KMS prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Atlas prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Streamline prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Registry prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Druid HA prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if Amazon Linux prerequisites are not met,,,,,,,,,,,,,0,0
,,Fail if the selected components should not be part of an HDP 3 blueprint,,,,,,,,,,,,,0,0
,,Fail if the selected components should not be part of an HDP 2 blueprint,,,,,,,,,,,,,0,0
,,Fail if the required HDFS components are not part of the blueprint,,,,,,,,,,,,,0,0
,,Fail if HA NameNode prerequisites are not met (3 JournalNodes),,,,,,,,,,,,,0,0
,,Fail if HA NameNode prerequisites are not met (ZKFC),,,,,,,,,,,,,0,0
,,Fail if SECONDARY_NAMENODE is present with multiple NAMENODE,,,,,,,,,,,,,0,0
,,Fail if the required Yarn components are not part of the blueprint,,,,,,,,,,,,,0,0
,,Fail if the required Hive components are not part of the blueprint,,,,,,,,,,,,,0,0
,,Fail if the required Druid components are not part of the blueprint,,,,,,,,,,,,,0,0
,,Fail if the required Accumulo components are not part of the blueprint,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\playbooks\foreman.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ImNtReal\ansible-role-epic_odb\tasks\firewall_rules.yml,,,0,0,0,0,0,0,1,0,0,1,,,,
,,set epic_firewall_short,,,,,,,,,,,,,0,0
,,set epic_firewall_description,,,,,,,,,,,,,0,0
,,set epic_firewall_ports,,,,,,,,,,,,,0,0
,,clear ufw ports line,,,,,,,,,,,,,0,0
,,set ufw ports line,,,,,,,,,,,,,0,0
,,add protocol to ufw ports line,,,,,,,,,,,,,0,0
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,,0,0
,,copy {{ epic_firewall_short }} firewall rule,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-community\ansible-consul\tasks\snapshot.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Create snapshot systemd script,,,,,,,,,,,,,0,0
,,Create snapshot agent config,,,,,,,,,,,,,0,0
,,Reload systemd,,,,,,,,,,,,,0,0
,,Create snaps storage folder,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\munin_node\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Install OS packages,,,,,,,,,,,,,0,0
,,Link munin-node iostat,,,,,,,,,,,,,0,0
,,Link munin-node iostat-ios,,,,,,,,,,,,,0,0
,,Copy munin iostat config,,,,,,,,,,,,,0,0
,,Add source cidr,,,,,,,,,,,,,0,0
,,Restart munin-mode,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_octavia\tasks\octavia_install.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Record the installation method,,,,,,,,,,,,,0,0
,,Refresh local facts to ensure the octavia section is present,,,,,,,,,,,,,0,0
,,Install distro packages,,,,,,,,,,,,,0,0
,,Install the python venv,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\dovecot\tasks\main_env.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,Remove ferm 'debops-legacy-input-rules' file,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\ora_grading.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,Deploy the ORA Grading MFE Frontend,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\fedora-web\codecs\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,1,,,,
,,Copy in the sync-labs cronjob,,,,,,,,,,,,,0,0
,,Copy some config files for {{website}},,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\elasticluster\elasticluster\elasticluster\share\playbooks\roles\easybuild\tasks\deps-RedHat.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,Install required dependencies of EasyBuild (RHEL-compatible),,,,,,,,,,,,,1,0
,,Install optional dependencies of EasyBuild (RHEL-compatible),,,,,,,,,,,,,0,0
,,"Install ""filtered dependency"" software (RHEL-compatible)",,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\liip\drifter\provisioning\roles\gitlabci\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,install gitlab-ci.yml,,,,,,,,,,,,,0,0
,,create ci scripts directory,,,,,,,,,,,,,0,0
,,install run_tests.sh,,,,,,,,,,,,,0,0
,,install gitlabci.sh,,,,,,,,,,,,,0,0
,,install provisionbuild.dat,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_ceilometer\tasks\ceilometer_install.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Record the installation method,,,,,,,,,,,,,0,0
,,Refresh local facts to ensure the ceilometer section is present,,,,,,,,,,,,,0,0
,,Install distro packages,,,,,,,,,,,,,0,0
,,Retrieve the constraints URL,,,,,,,,,,,,,0,0
,,Install the python venv,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_tempest\tasks\main.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Gather variables for each operating system,,,,,,,,,,,,,1,0
,,Set tempest service specific variables,,,,,,,,,,,,,0,0
,,Gather variables for source installs,,,,,,,,,,,,,0,0
,,Gather variables for distro installs,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Flush handlers,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\clone.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Cloning barbican source repository for development,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-bridge-mautrix-slack\tasks\setup_uninstall.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\girder\ansible-role-girder\tasks\nodejs.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Add NodeJS PPA key,,,,,,,,,,,,,0,0
,,Add NodeJS PPA,,,,,,,,,,,,,0,0
,,Install NodeJS package,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_router.yml,,,0,0,0,0,1,0,1,0,0,0,,,,
,,deprovision os_router,,,,,,,,,,,,,1,0
,,provision os_router,,,,,,,,,,,,,1,0
,,Append outputitem to topology_outputs,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,Tasks / Raw,,,,,,,,,,,,0,0,,
,,Tasks / Raw > {{ item.options | quote }},,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\create_reverseproxy\tasks\create_instance.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Get the activations on the appliance,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Configure Reverse Proxy,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\apt\tasks\sources_list.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Sources List > Template,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\QingCloudAppcenter\ansible-roles\haproxy\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,install ppa tools,,,,,,,,,,,,,0,0
,,install ppa,,,,,,,,,,,,,0,0
,,install HAProxy,,,,,,,,,,,,,0,0
,,add to svc group,,,,,,,,,,,,,0,0
,,copy conf files,,,,,,,,,,,,,0,0
,,link files,,,,,,,,,,,,,0,0
,,update dir owner,,,,,,,,,,,,,0,0
,,disable haproxy auto start,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\supervisor\tasks\services.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Services > Services,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\2015-Middleware-Keynote\demo-ansible\playbooks\group_setup.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,Setup groups,,,,,,,,,,,,0,0,,
,,wait for ssh,,,,,,,,,,,,,0,0
,,Add masters to requisite groups,,,,,,,,,,,,,0,0
,,Create group for first master,,,,,,,,,,,,,0,0
,,Add nodes to requisite groups,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\arillso\ansible.logrotate\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,add OS specific variables,,,,,,,,,,,,,1,0
,,install logrotate packages,,,,,,,,,,,,,0,0
,,create logrotate configuration file,,,,,,,,,,,,,0,0
,,create logrotate application configuration files,,,,,,,,,,,,,0,0
,,symlink for hourly rotation,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\xdebug\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Include php{{ php_version }} related vars,,,,,,,,,,,,,0,0
,,Install Xdebug,,,,,,,,,,,,,0,0
,,Template the Xdebug configuration file,,,,,,,,,,,,,0,0
,,Ensure 20-xdebug.ini is present,,,,,,,,,,,,,0,0
,,Disable Xdebug CLI,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,,,1,1,0,1,1,1,0,0,0,0,,,,
,,Create security group,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Create security group again,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Delete security group,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Delete security group again,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Create security group without security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Create security group without security group rules again,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Delete security group without security group rules,,,,,,,,,,,,,0,0
,,Create security group including security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Create security group including security group rules again,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",,,,,,,,,,,,,1,1
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Remove all security group rules from security group,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Delete security group,,,,,,,,,,,,,0,0
,,Create security group,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Define set of additional security group rules,,,,,,,,,,,,,0,0
,,Prepare existing security group rules for appending,,,,,,,,,,,,,0,0
,,Flatten existing security group rules,,,,,,,,,,,,,0,0
,,Append security group rules to security group,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Append security group rules to security group again,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Delete security group,,,,,,,,,,,,,0,0
,,Create security group without security group rules,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Define dense representation of security group rules with multiple remote ip prefixes per rule,,,,,,,,,,,,,1,1
,,Convert dense representation into default representation of security group rules,,,,,,,,,,,,,0,1
,,Flatten security group rules,,,,,,,,,,,,,0,0
,,Update security group with set of security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group module,,,,,,,,,,,,,0,0
,,Fetch security group rules,,,,,,,,,,,,,0,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,,0,0
,,Delete security group,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-ThoTeam\nexus3-oss\tasks\nexus-restore.yml,,,1,0,0,0,0,0,0,0,0,0,,,,
,,Make sure nexus is stopped,,,,,,,,,,,,,0,0
,,Run all notified handlers now,,,,,,,,,,,,,0,0
,,Run restoration script,,,,,,,,,,,,,0,0
,,Run all notified handlers now,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-sentry\tasks\server.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure docker sentry server directories exist,,,,,,,,,,,,,0,0
,,Copy docker sentry sentry.conf.py file,,,,,,,,,,,,,0,0
,,Restart docker sentry server container,,,,,,,,,,,,,0,0
,,Run docker sentry server container,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\postgresql\tasks\barman.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,setup apt,,,,,,,,,,,,,0,0
,,Barman | Install Barman,,,,,,,,,,,,,0,0
